gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Fibro	Mac
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	0.472	1.117
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0978D28AB	0.472	1.117
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02572E1EF	0.472	1.117
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0057AB387	0.002	0.011
RSPO2	Q6UXX9	False	RSPO2_HUMAN		CPI-SS01E3453DB	0.003	0.0
TNFSF11	O14788	False	TNF11_HUMAN		CPI-SS0ED2573CA	0.003	0.013
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.078	0.109
SEMA3E	O15041	False	SEM3E_HUMAN		CPI-SS0F3A089DE	0.048	0.09
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.09	0.176
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	0.167	0.13
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.018	0.023
EPO	P01588	False	EPO_HUMAN		CPI-SS04124F4E1	0.372	0.393
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0B9E8C0DE	0.123	0.21
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.018	0.023
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.123	0.21
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.044	0.022
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F21D6CA0	0.198	0.166
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	0.05	0.075
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.335	0.213
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS08718E4FB	0.018	0.023
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0DA366C78	0.123	0.21
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0A5B945E3	0.044	0.022
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0865716E5	0.198	0.166
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0D41C7AF5	0.05	0.075
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS07CA5A6F1	0.335	0.213
EPO	P01588	False	EPO_HUMAN		CPI-SS087A17AD6	0.372	0.393
EPO	P01588	False	EPO_HUMAN		CPI-SS0A0DE9CD6	0.372	0.393
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.171	0.261
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0586F2596	0.123	0.21
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS03A2EFDD5	0.025	0.025
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS02AFCED82	0.018	0.035
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0BEAB521F	0.403	0.089
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.171	0.261
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	0.171	0.261
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS01A8F745A	0.025	0.025
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS07BECB892	0.018	0.035
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0AB0604B5	0.403	0.089
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05E6D620E	0.025	0.025
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS09F973C1A	0.018	0.035
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS041888D39	0.403	0.089
TTR	P02766	False	TTHY_HUMAN		CPI-SS00D3CD86E	0.022	0.073
TTR	P02766	False	TTHY_HUMAN		CPI-SS06006F870	0.022	0.073
GPR37L1	O60883	False	ETBR2_HUMAN		CPI-SS082900482	0.0	0.003
GRIN2D	O15399	False	NMDE4_HUMAN		CPI-SS0A915097A	0.035	0.026
GRIN2A	Q12879	False	NMDE1_HUMAN		CPI-SS070B0E458	0.008	0.018
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0D529E576	0.009	0.014
CSF1	P09603	False	CSF1_HUMAN		CPI-SS086615F9B	0.162	0.086
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS04861AD1A	0.039	0.075
TBXA2R	P21731	False	TA2R_HUMAN		CPI-SS042EB8C7A	0.033	0.041
PTGER3	P43115	False	PE2R3_HUMAN		CPI-SS043E0F61D	0.145	0.228
PTGIR	P43119	False	PI2R_HUMAN		CPI-SS05D406038	0.022	0.02
GHRHR	Q02643	False	GHRHR_HUMAN		CPI-SS090987D9C	0.0	0.003
ACE2	Q9BYF1	False	ACE2_HUMAN		CPI-SS085C150CE	0.025	0.039
TNFSF15	O95150	False	TNF15_HUMAN		CPI-SS0B0CF0EDF	0.097	0.058
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	0.355	0.599
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS02371A6D6	0.355	0.599
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C694CB44	0.355	0.599
FZD6	O60353	False	FZD6_HUMAN		CPI-SS082AD7B6A	0.061	0.115
PLXNC1	O60486	False	PLXC1_HUMAN		CPI-SS02B567BC7	0.168	0.195
LRP5	O75197	False	LRP5_HUMAN		CPI-SS0A4EE6FE1	0.234	0.145
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0F102AAC5	0.003	0.017
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0FC0CA5ED	0.003	0.017
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0DCA749B0	0.003	0.017
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0A874F65F	0.585	0.862
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	1.007	0.849
NTF3	P20783	False	NTF3_HUMAN		CPI-SS05162C56B	0.12	0.076
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	0.723	0.628
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.234	0.344
C3	P01024	False	CO3_HUMAN		CPI-SS03E48EFEA	0.102	0.242
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.041	0.047
ADORA3	P0DMS8	False	AA3R_HUMAN		CPI-SS0FF6CFDCA	0.0	0.004
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-SS079728E8B	0.057	0.019
ADORA1	P30542	False	AA1R_HUMAN		CPI-SS03E7587E4	0.019	0.028
AGT	P01019	False	ANGT_HUMAN		CPI-SS05996C8FD	0.008	0.07
C5	P01031	False	CO5_HUMAN		CPI-SS00581282E	0.011	0.004
C5	P01031	False	CO5_HUMAN		CPI-SS0A7E3A1AF	0.011	0.004
PRL	P01236	False	PRL_HUMAN		CPI-SS00689751B	0.022	0.003
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0C6448B94	0.017	0.08
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.205	0.256
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS030BB46BB	0.205	0.256
APP	P05067	False	A4_HUMAN		CPI-SS0F66EA6BE	1.856	2.007
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	0.006	0.02
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS047CD2E9F	0.006	0.02
IL6	P05231	False	IL6_HUMAN		CPI-SS0DC2A6D35	0.006	0.0
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	0.421	0.343
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	0.421	0.343
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.037	0.278
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0DFA98A14	0.037	0.278
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	0.0	0.004
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	0.169	1.093
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	0.169	1.093
MET	P08581	False	MET_HUMAN		CPI-SS07F60834D	0.434	0.725
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.75	0.278
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.01	0.004
NPS	P0C0P6	False	NPS_HUMAN		CPI-SS0270A2CA9	0.006	0.003
KIT	P10721	False	KIT_HUMAN		CPI-SS02D7A1DDE	0.095	0.178
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0EDAE16B6	0.014	0.027
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.004	0.058
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.057	0.138
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.004	0.058
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.057	0.138
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	0.0	0.01
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.003	0.011
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	0.0	0.01
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.003	0.011
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	0.002	0.029
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	1.195	0.42
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS03A3EE72E	0.016	0.039
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0F972435E	0.016	0.039
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0273C9AED	0.101	0.197
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	0.186	0.335
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.003	0.041
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0288E42FB	0.0	0.007
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.0	0.014
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS09A3A441F	0.0	0.007
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS0231B999D	0.0	0.007
MST1	P26927	False	HGFL_HUMAN		CPI-SS03EACE0E0	0.0	0.004
GDF1	P27539	False	GDF1_HUMAN		CPI-SS00E3F772A	0.009	0.0
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS0412C803A	0.004	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.01	0.08
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	0.508	0.385
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.386	0.441
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.508	0.385
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.008	0.007
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	1.368	0.781
CALCR	P30988	False	CALCR_HUMAN		CPI-SS0B27088B4	0.014	0.034
CALCR	P30988	False	CALCR_HUMAN		CPI-SS032CFAE42	0.014	0.034
APLNR	P35414	False	APJ_HUMAN		CPI-SS0D8148841	0.018	0.03
CHRNA7	P36544	False	ACHA7_HUMAN		CPI-SS08833E2DA	0.005	0.033
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	0.005	0.048
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.12	0.116
THPO	P40225	False	TPO_HUMAN		CPI-SS0DC2DD9D7	0.013	0.016
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS07D56EB05	0.021	0.053
XCR1	P46094	False	XCR1_HUMAN		CPI-SS052D34F0B	0.009	0.026
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	0.086	0.207
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EF1A7415	0.006	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0974EB232	0.0	0.004
QRFP	P83859	False	OX26_HUMAN		CPI-SS0BC884A75	0.002	0.004
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS036437279	0.0	0.003
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	0.017	0.033
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.241	0.377
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.241	0.377
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS09D5B5F9C	0.577	0.32
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS083E7D88C	0.002	0.004
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	1.57	1.238
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	0.012	0.053
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.063	0.033
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	0.011	0.026
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	1.176	0.408
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	1.176	0.408
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.042	0.101
NPFFR1	Q9GZQ6	False	NPFF1_HUMAN		CPI-SS050123B31	0.005	0.0
TNFSF18	Q9UNG2	False	TNF18_HUMAN		CPI-SS0FF51A757	0.0	0.003
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0A7B487D4	0.002	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0FEC87269	0.006	0.02
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.006	0.02
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS044DF8749	0.101	0.074
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.016	0.044
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.027	0.273
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.003	0.007
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.653	0.69
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS00550260E	0.653	0.69
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.653	0.69
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.653	0.69
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS03859E16F	0.653	0.69
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.653	0.69
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS09C06644C	0.216	0.799
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.216	0.799
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.071	0.044
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.192	0.328
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00661A3A4	0.02	0.0
NECTIN4	Q96NY8	False	PVRL4_HUMAN		CPI-SS01E0F2D2C	0.005	0.018
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.133	0.172
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.133	0.172
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.002	0.004
CD44	P16070	False	CD44_HUMAN		CPI-SS03DA2A820	0.139	0.432
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	0.139	0.432
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	0.139	0.432
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.039	0.075
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D9366D11	0.039	0.075
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0AC594A8E	0.039	0.075
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D4CA5D92	0.039	0.075
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D95D41D6	0.039	0.075
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.541	0.382
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.541	0.382
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0467AFD8A	0.541	0.382
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F2C6A4D4	0.541	0.382
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS03189F5F6	0.541	0.382
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	1.358	1.538
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	1.358	1.538
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	1.358	1.538
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0330D939A	1.358	1.538
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0F6A7A4DF	1.358	1.538
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	1.358	1.538
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	1.358	1.538
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	1.358	1.538
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04640F9C3	1.358	1.538
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0DC322B61	1.358	1.538
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	1.358	1.538
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.082	0.095
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.082	0.095
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BC9F7E9E	0.082	0.095
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0E134097C	0.082	0.095
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS00E68BB92	0.082	0.095
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BF3ED143	0.082	0.095
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.028	0.044
CCR8	P51685	False	CCR8_HUMAN		CPI-SS04297753E	0.0	0.007
CCR8	P51685	False	CCR8_HUMAN		CPI-SS0ADC886E5	0.0	0.007
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SS0C1BD22BC	0.18	0.197
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS068C742A1	1.054	0.507
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	1.054	0.507
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0FB37E079	1.054	0.507
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	1.054	0.507
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	1.054	0.507
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	0.115	0.059
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.192	0.18
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS01158CABF	0.145	0.241
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.145	0.241
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.145	0.241
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0E2431C09	0.145	0.241
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0AFC7BACF	0.145	0.241
TNF	P01375	False	TNFA_HUMAN		CPI-SS072E1E27A	0.008	0.024
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS02246DA17	0.025	0.024
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0F52745F3	0.025	0.024
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0C17BB772	0.025	0.024
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS016EE0084	0.048	0.058
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.048	0.058
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS0F5B6B186	0.003	0.007
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0B02DE712	0.472	1.117
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS09375CA29	0.472	1.117
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS00A953C3A	0.472	1.117
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.472	1.117
EGF	P01133	False	EGF_HUMAN		CPI-SS0F4D30D5A	0.533	0.844
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0E25CE362	0.028	0.02
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0055264F3	0.152	0.195
MIF	P14174	False	MIF_HUMAN		CPI-SS00EDDD458	0.145	0.243
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	0.145	0.243
GRN	P28799	False	GRN_HUMAN		CPI-SS08CA619FE	0.219	0.416
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	0.219	0.416
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	0.219	0.416
BTC	P35070	False	BTC_HUMAN		CPI-SS0A19E9C34	0.006	0.01
BTC	P35070	False	BTC_HUMAN		CPI-SS06BC4D123	0.006	0.01
COPA	P53621	False	COPA_HUMAN		CPI-SS088A0A760	0.723	0.628
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	0.723	0.628
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0C10824C7	0.029	0.086
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.029	0.086
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03098AC28	0.029	0.086
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.347	0.1
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.347	0.1
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0F00D756A	0.347	0.1
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0E2863F09	0.347	0.1
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS09648FAA9	0.347	0.1
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	1.856	2.007
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.002	0.029
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.023	0.099
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0A4F27388	0.006	0.019
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS03A0C857B	0.006	0.019
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.234	0.344
NRG4	Q8WWG1	False	NRG4_HUMAN		CPI-SS074CF011C	0.002	0.035
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	0.355	0.599
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.355	0.599
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.0	0.009
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.0	0.009
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.0	0.009
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.07	0.096
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.07	0.096
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.07	0.096
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.252	0.057
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.053	0.056
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.543	1.038
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS03FA58286	0.044	0.091
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.012	0.118
CCKBR	P32239	False	GASR_HUMAN		CPI-SS00AD71822	0.006	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.022	0.15
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.086	0.126
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.086	0.126
CNR2	P34972	False	CNR2_HUMAN		CPI-SS05BA6D9C3	0.024	0.039
GPRC5D	Q9NZD1	False	GPC5D_HUMAN		CPI-SS008F83E02	0.0	0.003
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	1.563	1.743
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	0.058	0.018
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS093E05DD4	0.058	0.018
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS088C1035B	0.058	0.018
SORT1	Q99523	False	SORT_HUMAN		CPI-SS09A36B221	0.235	0.192
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.235	0.192
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.235	0.192
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SS03F0B666C	0.175	0.366
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	0.07	0.158
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.07	0.158
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.553	0.628
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.162	0.192
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.162	0.192
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.062	0.059
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.062	0.059
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.016	0.039
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0D883FFF1	0.016	0.039
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.009	0.055
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.009	0.055
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.131	0.192
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.131	0.192
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.117	0.099
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.139	0.192
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.139	0.192
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.163	0.175
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.163	0.175
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.163	0.175
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.405	0.325
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	0.405	0.325
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.08	0.148
CCKAR	P32238	False	CCKAR_HUMAN		CPI-SS0EA96C304	0.018	0.022
