gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Fibro	Mac
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0E5397537	0.004	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0EB5364D4	0.075	0.0
TNFSF11	O14788	False	TNF11_HUMAN		CPI-SS0ED2573CA	0.001	0.0
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.058	0.125
SEMA3E	O15041	False	SEM3E_HUMAN		CPI-SS0F3A089DE	0.046	0.071
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.049	0.183
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	0.132	0.117
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.004	0.0
EPO	P01588	False	EPO_HUMAN		CPI-SS04124F4E1	0.508	0.628
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0B9E8C0DE	0.165	0.435
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.004	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.165	0.435
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.025	0.037
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F21D6CA0	0.182	0.238
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	0.078	0.136
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.404	0.159
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS08718E4FB	0.004	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0DA366C78	0.165	0.435
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0A5B945E3	0.025	0.037
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0865716E5	0.182	0.238
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0D41C7AF5	0.078	0.136
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS07CA5A6F1	0.404	0.159
EPO	P01588	False	EPO_HUMAN		CPI-SS087A17AD6	0.508	0.628
EPO	P01588	False	EPO_HUMAN		CPI-SS0A0DE9CD6	0.508	0.628
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.122	0.097
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0586F2596	0.165	0.435
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS03A2EFDD5	0.018	0.034
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS02AFCED82	0.044	0.04
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0BEAB521F	0.391	0.057
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.122	0.097
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	0.122	0.097
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS01A8F745A	0.018	0.034
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS07BECB892	0.044	0.04
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0AB0604B5	0.391	0.057
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05E6D620E	0.018	0.034
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS09F973C1A	0.044	0.04
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS041888D39	0.391	0.057
NGF	P01138	False	NGF_HUMAN		CPI-SS0EDD4928A	0.755	0.213
TTR	P02766	False	TTHY_HUMAN		CPI-SS08B85996F	0.07	0.112
TTR	P02766	False	TTHY_HUMAN		CPI-SS00D3CD86E	0.07	0.112
TTR	P02766	False	TTHY_HUMAN		CPI-SS06006F870	0.07	0.112
GPR37	O15354	False	GPR37_HUMAN		CPI-SS0AB647854	0.001	0.0
GPR37L1	O60883	False	ETBR2_HUMAN		CPI-SS082900482	0.002	0.0
GRIN2D	O15399	False	NMDE4_HUMAN		CPI-SS0A915097A	0.029	0.031
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0D529E576	0.003	0.0
TNFSF15	O95150	False	TNF15_HUMAN		CPI-SS0B0CF0EDF	0.031	0.0
GNRH1	P01148	False	GON1_HUMAN		CPI-SS0D9EFC4F7	0.007	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	0.386	0.575
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS02371A6D6	0.386	0.575
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C694CB44	0.386	0.575
FZD6	O60353	False	FZD6_HUMAN		CPI-SS082AD7B6A	0.072	0.114
PLXNC1	O60486	False	PLXC1_HUMAN		CPI-SS02B567BC7	0.124	0.165
LRP5	O75197	False	LRP5_HUMAN		CPI-SS0A4EE6FE1	0.334	0.2
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0F102AAC5	0.004	0.0
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0DCA749B0	0.004	0.0
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0A874F65F	0.526	0.822
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	0.941	0.797
NTF3	P20783	False	NTF3_HUMAN		CPI-SS05162C56B	0.209	0.117
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	0.616	0.57
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.305	0.445
C3	P01024	False	CO3_HUMAN		CPI-SS03E48EFEA	0.01	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.056	0.0
ADORA3	P0DMS8	False	AA3R_HUMAN		CPI-SS0FF6CFDCA	0.001	0.0
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-SS079728E8B	0.038	0.038
ADORA1	P30542	False	AA1R_HUMAN		CPI-SS03E7587E4	0.017	0.04
AGT	P01019	False	ANGT_HUMAN		CPI-SS05996C8FD	0.007	0.0
C5	P01031	False	CO5_HUMAN		CPI-SS00581282E	0.021	0.0
C5	P01031	False	CO5_HUMAN		CPI-SS0A7E3A1AF	0.021	0.0
KNG1	P01042	False	KNG1_HUMAN		CPI-SS075D9B9AD	0.65	1.359
CGA	P01215	False	GLHA_HUMAN		CPI-SS033180726	0.003	0.0
CGA	P01215	False	GLHA_HUMAN		CPI-SS0577408A3	0.003	0.0
PRL	P01236	False	PRL_HUMAN		CPI-SS00689751B	0.029	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0C6448B94	0.003	0.039
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS030BB46BB	0.117	0.171
APP	P05067	False	A4_HUMAN		CPI-SS0F66EA6BE	1.671	1.489
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	0.007	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS047CD2E9F	0.007	0.0
IL6	P05231	False	IL6_HUMAN		CPI-SS0DC2A6D35	0.001	0.0
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	0.336	0.181
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	0.336	0.181
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.019	0.257
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0DFA98A14	0.019	0.257
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	0.003	0.0
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	0.024	1.33
MET	P08581	False	MET_HUMAN		CPI-SS07F60834D	0.306	0.528
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.835	0.333
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.015	0.072
NPS	P0C0P6	False	NPS_HUMAN		CPI-SS0270A2CA9	0.006	0.0
KIT	P10721	False	KIT_HUMAN		CPI-SS02D7A1DDE	0.04	0.07
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0EDAE16B6	0.038	0.031
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.002	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.024	0.121
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.002	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.024	0.121
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	0.003	0.042
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.009	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	0.003	0.042
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.009	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS086A1C18B	0.001	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS04F90EE0D	0.001	0.0
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	0.001	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	1.129	0.304
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS03A3EE72E	0.048	0.039
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0F972435E	0.048	0.039
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0273C9AED	0.154	0.114
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	0.211	0.388
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.004	0.067
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.001	0.0
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS09A3A441F	0.002	0.0
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS0231B999D	0.002	0.0
GDF1	P27539	False	GDF1_HUMAN		CPI-SS00E3F772A	0.022	0.041
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.002	0.043
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	0.429	0.172
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.396	0.633
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.429	0.172
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.005	0.038
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	1.426	0.877
CALCR	P30988	False	CALCR_HUMAN		CPI-SS0B27088B4	0.011	0.0
CALCR	P30988	False	CALCR_HUMAN		CPI-SS032CFAE42	0.011	0.0
RYK	P34925	False	RYK_HUMAN		CPI-SS0A91954A0	0.49	0.15
APLNR	P35414	False	APJ_HUMAN		CPI-SS0D8148841	0.013	0.043
CHRNA7	P36544	False	ACHA7_HUMAN		CPI-SS08833E2DA	0.015	0.0
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	0.0	0.173
THPO	P40225	False	TPO_HUMAN		CPI-SS0DC2DD9D7	0.006	0.0
GPR1	P46091	False	GPR1_HUMAN		CPI-SS04CD88411	0.001	0.0
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS07D56EB05	0.024	0.117
XCR1	P46094	False	XCR1_HUMAN		CPI-SS052D34F0B	0.001	0.0
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	0.046	0.314
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EF1A7415	0.004	0.0
QRFP	P83859	False	OX26_HUMAN		CPI-SS0BC884A75	0.0	0.03
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS036437279	0.004	0.0
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	0.011	0.072
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.338	0.403
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.338	0.403
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS083E7D88C	0.003	0.0
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.935	0.841
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	0.01	0.139
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.058	0.082
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	0.015	0.0
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	1.142	0.468
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	1.142	0.468
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.07	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0A7B487D4	0.002	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0FEC87269	0.007	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.007	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS044DF8749	0.239	0.138
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.0	0.053
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.004	0.1
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.014	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.415	0.546
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS00550260E	0.415	0.546
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.415	0.546
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.415	0.546
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS03859E16F	0.415	0.546
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.415	0.546
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS09C06644C	0.144	0.923
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.144	0.923
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.055	0.0
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.222	0.356
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00661A3A4	0.003	0.0
NECTIN4	Q96NY8	False	PVRL4_HUMAN		CPI-SS01E0F2D2C	0.003	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.145	0.176
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.145	0.176
CD44	P16070	False	CD44_HUMAN		CPI-SS03DA2A820	0.05	0.219
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	0.05	0.219
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	0.05	0.219
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.062	0.11
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D9366D11	0.062	0.11
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0AC594A8E	0.062	0.11
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D4CA5D92	0.062	0.11
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS066347638	0.062	0.11
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D95D41D6	0.062	0.11
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.535	0.274
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.535	0.274
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0467AFD8A	0.535	0.274
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F2C6A4D4	0.535	0.274
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS03189F5F6	0.535	0.274
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	1.369	1.704
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	1.369	1.704
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	1.369	1.704
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0330D939A	1.369	1.704
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0F6A7A4DF	1.369	1.704
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02FEAF02E	1.369	1.704
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	1.369	1.704
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	1.369	1.704
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	1.369	1.704
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0DC322B61	1.369	1.704
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	1.369	1.704
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.024	0.03
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.024	0.03
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BC9F7E9E	0.024	0.03
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0E134097C	0.024	0.03
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS076D8A297	0.024	0.03
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS00E68BB92	0.024	0.03
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BF3ED143	0.024	0.03
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.031	0.0
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SS0C1BD22BC	0.148	0.181
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS068C742A1	1.574	0.772
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	1.574	0.772
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0FB37E079	1.574	0.772
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	1.574	0.772
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	1.574	0.772
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	0.117	0.033
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.295	0.08
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS01158CABF	0.107	0.076
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.107	0.076
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02904BE32	0.107	0.076
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.107	0.076
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0AFC7BACF	0.107	0.076
TNF	P01375	False	TNFA_HUMAN		CPI-SS072E1E27A	0.0	0.074
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS00E3EB9FE	0.001	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS02246DA17	0.01	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0F52745F3	0.01	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0C17BB772	0.01	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.033	0.103
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0B02DE712	0.273	0.625
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS09375CA29	0.273	0.625
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS00A953C3A	0.273	0.625
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.273	0.625
EGF	P01133	False	EGF_HUMAN		CPI-SS0F4D30D5A	1.391	2.351
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0E25CE362	0.014	0.03
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0055264F3	0.23	0.456
MIF	P14174	False	MIF_HUMAN		CPI-SS00EDDD458	0.118	0.091
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	0.118	0.091
AREG	P15514	False	AREG_HUMAN		CPI-SS0481D83A4	0.002	0.0
AREG	P15514	False	AREG_HUMAN		CPI-SS0D4C221B8	0.002	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS08CA619FE	0.094	0.154
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	0.094	0.154
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	0.094	0.154
BTC	P35070	False	BTC_HUMAN		CPI-SS0A19E9C34	0.023	0.055
BTC	P35070	False	BTC_HUMAN		CPI-SS06BC4D123	0.023	0.055
COPA	P53621	False	COPA_HUMAN		CPI-SS088A0A760	0.616	0.57
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	0.616	0.57
COPA	P53621	False	COPA_HUMAN		CPI-SS04C3EC52C	0.616	0.57
EPGN	Q6UW88	False	EPGN_HUMAN		CPI-SS07F042076	0.002	0.0
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0C10824C7	0.026	0.038
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.026	0.038
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03098AC28	0.026	0.038
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.105	0.086
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.105	0.086
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0F00D756A	0.105	0.086
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	1.671	1.489
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.001	0.0
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.001	0.037
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0A4F27388	0.002	0.039
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS03A0C857B	0.002	0.039
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0ADA587B4	0.209	0.117
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.305	0.445
SELE	P16581	False	LYAM2_HUMAN		CPI-SS06F83AE58	0.001	0.0
NRG4	Q8WWG1	False	NRG4_HUMAN		CPI-SS074CF011C	0.013	0.073
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	0.386	0.575
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.386	0.575
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.003	0.0
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.003	0.0
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.003	0.0
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.1	0.262
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.1	0.262
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.1	0.262
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.188	0.033
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.056	0.039
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.177	0.254
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS03FA58286	0.009	0.171
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.003	0.13
CCKBR	P32239	False	GASR_HUMAN		CPI-SS00AD71822	0.002	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.004	0.221
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.152	0.075
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.152	0.075
CNR2	P34972	False	CNR2_HUMAN		CPI-SS05BA6D9C3	0.006	0.041
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	1.844	1.703
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	0.02	0.0
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS093E05DD4	0.02	0.0
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS088C1035B	0.02	0.0
SORT1	Q99523	False	SORT_HUMAN		CPI-SS09A36B221	0.183	0.235
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.183	0.235
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.183	0.235
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SS03F0B666C	0.14	0.214
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS06E42DB13	0.027	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	0.027	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.027	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.422	0.746
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.171	0.079
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.171	0.079
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.066	0.033
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.066	0.033
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.048	0.039
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0D883FFF1	0.048	0.039
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.006	0.045
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.006	0.045
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.109	0.117
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.113	0.093
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.24	0.167
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.163	0.216
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.163	0.216
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.234	0.151
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	0.234	0.151
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.064	0.235
CCKAR	P32238	False	CCKAR_HUMAN		CPI-SS0EA96C304	0.011	0.043
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS003610FF9	0.009	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS056BE1011	0.009	0.0
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0F8C664D9	0.001	0.0
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.001	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0FAF4BB9E	0.004	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS08E13FAF2	0.004	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0DD547726	0.004	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.83	0.288
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.83	0.288
IL2	P60568	False	IL2_HUMAN		CPI-SS09F430F14	0.002	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0A93C11C8	0.017	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.017	0.0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS0BA3A1C3A	0.001	0.0
GDNF	P39905	False	GDNF_HUMAN		CPI-SS0C23EF34B	0.001	0.0
